participant_id,date,time,sensor,value,unit,device_model,source,type
U3884527492,2026-02-28,15:28:33,lamp.steps,1.0174644854761654,seconds per meter,,daily pedometer,average_active_pace
U3884527492,2026-02-28,15:28:33,lamp.steps,2,count,,daily pedometer,floors_ascended
U3884527492,2026-02-28,15:28:33,lamp.steps,12,count,,daily pedometer,floors_descended
U3884527492,2026-02-28,15:28:29,lamp.steps,2223,count,,daily pedometer,step_count
U3884527492,2026-02-28,15:28:29,lamp.steps,1320.6234902353026,meter,,daily pedometer,distance
U3884527492,2026-02-28,15:28:29,lamp.steps,1.0174644854761654,seconds per meter,,daily pedometer,average_active_pace
U3884527492,2026-02-28,15:28:29,lamp.steps,2,count,,daily pedometer,floors_ascended
U3884527492,2026-02-28,15:28:29,lamp.steps,12,count,,daily pedometer,floors_descended
U3884527492,2026-02-28,14:04:52,lamp.steps,1910,count,,daily pedometer,step_count
U3884527492,2026-02-28,14:04:52,lamp.steps,1150.263490234036,meter,,daily pedometer,distance
U3884527492,2026-02-28,14:04:52,lamp.steps,1.0041449283633213,seconds per meter,,daily pedometer,average_active_pace
U3884527492,2026-02-28,14:04:52,lamp.steps,2,count,,daily pedometer,floors_ascended
U3884527492,2026-02-28,14:04:52,lamp.steps,10,count,,daily pedometer,floors_descended
U3884527492,2026-02-28,14:04:50,lamp.steps,1910,count,,daily pedometer,step_count
U3884527492,2026-02-28,14:04:50,lamp.steps,1150.263490234036,meter,,daily pedometer,distance
U3884527492,2026-02-28,14:04:50,lamp.steps,1.0041449283633213,seconds per meter,,daily pedometer,average_active_pace
U3884527492,2026-02-28,14:04:50,lamp.steps,2,count,,daily pedometer,floors_ascended
U3884527492,2026-02-28,14:04:50,lamp.steps,10,count,,daily pedometer,floors_descended
U3884527492,2026-02-28,14:04:48,lamp.steps,1910,count,,daily pedometer,step_count
U3884527492,2026-02-28,14:04:48,lamp.steps,1150.263490234036,meter,,daily pedometer,distance
U3884527492,2026-02-28,14:04:48,lamp.steps,1.0041449283633213,seconds per meter,,daily pedometer,average_active_pace
U3884527492,2026-02-28,14:04:48,lamp.steps,2,count,,daily pedometer,floors_ascended
U3884527492,2026-02-28,14:04:48,lamp.steps,10,count,,daily pedometer,floors_descended
U3884527492,2026-02-28,12:19:42,lamp.steps,12,count,iPhone,com.apple.health.1D4761F3-BEF7-44A6-A1E3-E29AE1557337,step_count
U3884527492,2026-02-28,12:18:35,lamp.steps,14,count,iPhone,com.apple.health.1D4761F3-BEF7-44A6-A1E3-E29AE1557337,step_count
U3884527492,2026-02-28,12:10:36,lamp.steps,53,count,iPhone,com.apple.health.1D4761F3-BEF7-44A6-A1E3-E29AE1557337,step_count
U3884527492,2026-02-28,11:12:25,lamp.steps,11,count,iPhone,com.apple.health.1D4761F3-BEF7-44A6-A1E3-E29AE1557337,step_count
U3884527492,2026-02-28,10:41:59,lamp.steps,8,count,iPhone,com.apple.health.1D4761F3-BEF7-44A6-A1E3-E29AE1557337,step_count
U3884527492,2026-02-28,08:59:38,lamp.steps,531,count,iPhone,com.apple.health.1D4761F3-BEF7-44A6-A1E3-E29AE1557337,step_count
U3884527492,2026-02-28,08:54:40,lamp.steps,12,count,iPhone,com.apple.health.1D4761F3-BEF7-44A6-A1E3-E29AE1557337,step_count
